window,serviceName,spans
-280.0,emailservice,10
-280.0,frontendservice,1435
-280.0,paymentservice,8
-280.0,productcatalogservice,775
-280.0,recommendationservice,206
-270.0,checkoutservice,130
-270.0,currencyservice,437
-270.0,emailservice,14
-270.0,frontendservice,1582
-270.0,paymentservice,12
-270.0,productcatalogservice,807
-270.0,recommendationservice,216
-260.0,checkoutservice,98
-260.0,currencyservice,334
-260.0,emailservice,11
-260.0,frontendservice,1320
-260.0,paymentservice,9
-260.0,productcatalogservice,697
-260.0,recommendationservice,188
-250.0,checkoutservice,40
-250.0,currencyservice,384
-250.0,emailservice,7
-250.0,frontendservice,1459
-250.0,paymentservice,5
-250.0,productcatalogservice,733
-250.0,recommendationservice,198
-240.0,checkoutservice,94
-240.0,currencyservice,386
-240.0,emailservice,11
-240.0,frontendservice,1447
-240.0,paymentservice,9
-240.0,productcatalogservice,738
-240.0,recommendationservice,200
-230.0,checkoutservice,50
-230.0,currencyservice,357
-230.0,emailservice,8
-230.0,frontendservice,1346
-230.0,paymentservice,6
-230.0,productcatalogservice,667
-230.0,recommendationservice,184
-220.0,checkoutservice,34
-220.0,currencyservice,378
-220.0,emailservice,7
-220.0,frontendservice,1439
-220.0,paymentservice,5
-220.0,productcatalogservice,714
-220.0,recommendationservice,196
-210.0,checkoutservice,88
-210.0,currencyservice,373
-210.0,emailservice,10
-210.0,frontendservice,1426
-210.0,paymentservice,8
-210.0,productcatalogservice,743
-210.0,recommendationservice,198
-200.0,checkoutservice,50
-200.0,currencyservice,419
-200.0,emailservice,8
-200.0,frontendservice,1438
-200.0,paymentservice,6
-200.0,productcatalogservice,678
-200.0,recommendationservice,186
-190.0,checkoutservice,62
-190.0,currencyservice,507
-190.0,emailservice,8
-190.0,frontendservice,1613
-190.0,paymentservice,6
-190.0,productcatalogservice,731
-190.0,recommendationservice,188
-180.0,checkoutservice,56
-180.0,currencyservice,400
-180.0,emailservice,9
-180.0,frontendservice,1587
-180.0,paymentservice,7
-180.0,productcatalogservice,805
-180.0,recommendationservice,220
-170.0,checkoutservice,92
-170.0,currencyservice,429
-170.0,emailservice,11
-170.0,frontendservice,1457
-170.0,paymentservice,9
-170.0,productcatalogservice,712
-170.0,recommendationservice,188
-160.0,checkoutservice,98
-160.0,currencyservice,426
-160.0,emailservice,11
-160.0,frontendservice,1591
-160.0,paymentservice,9
-160.0,productcatalogservice,825
-160.0,recommendationservice,218
-150.0,checkoutservice,14
-150.0,currencyservice,337
-150.0,emailservice,5
-150.0,frontendservice,1240
-150.0,paymentservice,3
-150.0,productcatalogservice,603
-150.0,recommendationservice,166
-140.0,checkoutservice,90
-140.0,currencyservice,406
-140.0,emailservice,10
-140.0,frontendservice,1344
-140.0,paymentservice,8
-140.0,productcatalogservice,657
-140.0,recommendationservice,174
-130.0,checkoutservice,80
-130.0,currencyservice,384
-130.0,emailservice,10
-130.0,frontendservice,1422
-130.0,paymentservice,8
-130.0,productcatalogservice,714
-130.0,recommendationservice,194
-120.0,checkoutservice,106
-120.0,currencyservice,469
-120.0,emailservice,12
-120.0,frontendservice,1655
-120.0,paymentservice,10
-120.0,productcatalogservice,821
-120.0,recommendationservice,216
-110.0,checkoutservice,38
-110.0,currencyservice,350
-110.0,emailservice,7
-110.0,frontendservice,1321
-110.0,paymentservice,5
-110.0,productcatalogservice,653
-110.0,recommendationservice,180
-100.0,checkoutservice,76
-100.0,currencyservice,365
-100.0,emailservice,10
-100.0,frontendservice,1322
-100.0,paymentservice,8
-100.0,productcatalogservice,661
-100.0,recommendationservice,178
-90.0,checkoutservice,50
-90.0,currencyservice,396
-90.0,emailservice,8
-90.0,frontendservice,1518
-90.0,paymentservice,6
-90.0,productcatalogservice,628
-90.0,recommendationservice,186
-80.0,currencyservice,116
-80.0,frontendservice,7
-30.0,recommendationservice,6
-20.0,checkoutservice,34
-20.0,currencyservice,228
-20.0,emailservice,6
-20.0,frontendservice,1107
-20.0,paymentservice,3
-20.0,productcatalogservice,467
-20.0,recommendationservice,192
-10.0,checkoutservice,52
-10.0,currencyservice,429
-10.0,emailservice,8
-10.0,frontendservice,1520
-10.0,paymentservice,6
-10.0,productcatalogservice,738
-10.0,recommendationservice,194
0.0,checkoutservice,32
0.0,currencyservice,410
0.0,emailservice,6
0.0,frontendservice,1425
0.0,paymentservice,4
0.0,productcatalogservice,680
0.0,recommendationservice,180
10.0,checkoutservice,62
10.0,currencyservice,384
10.0,emailservice,9
10.0,frontendservice,1584
10.0,paymentservice,7
10.0,productcatalogservice,834
10.0,recommendationservice,220
20.0,checkoutservice,88
20.0,currencyservice,454
20.0,emailservice,10
20.0,frontendservice,1566
20.0,paymentservice,8
20.0,productcatalogservice,767
20.0,recommendationservice,198
30.0,checkoutservice,41
30.0,currencyservice,327
30.0,emailservice,5
30.0,frontendservice,986
30.0,paymentservice,5
30.0,productcatalogservice,480
30.0,recommendationservice,74
