case,fault_type,service,window_id,window_start_seconds,requests,spans,median_latency,p95_latency,error_rate
re2ob_checkoutservice_delay_2,delay,recommendationservice,0,0,281,550,3477.5,4453.699999999999,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,1,30,117,306,3987.0,87673.75,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,1,30,437,1304,140.0,233.54999999999973,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,1,30,33,33,212.0,343.59999999999997,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,1,30,431,4623,3849.0,71027.09999999987,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,1,30,27,27,183.0,362.69999999999993,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,1,30,405,2336,12.0,26.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,1,30,314,616,3431.5,4354.25,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,2,60,45,114,4110.5,64739.29999999999,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,2,60,339,1117,139.0,236.20000000000005,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,2,60,21,21,63.0,361.0,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,2,60,382,4088,3725.0,57295.79999999993,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,2,60,15,15,166.0,1381.699999999996,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,2,60,356,2006,12.0,24.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,2,60,276,540,3464.5,4314.549999999999,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,3,90,93,242,3972.5,71452.04999999997,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,3,90,407,1205,142.0,268.5999999999999,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,3,90,29,29,201.0,346.8,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,3,90,422,4532,3902.0,67713.09999999996,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,3,90,23,23,181.0,892.2999999999993,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,3,90,398,2331,12.0,27.5,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,3,90,314,616,3495.0,4844.5,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,4,120,110,308,4085.0,85524.49999999985,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,4,120,426,1230,141.0,231.0,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,4,120,37,37,212.0,458.9999999999997,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,4,120,440,4622,3840.5,70136.9,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,4,120,31,31,177.0,229.5,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,4,120,413,2369,12.0,23.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,4,120,320,628,3494.0,4489.0,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,5,150,67,174,4094.5,77266.79999999999,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,5,150,379,1219,143.0,250.0999999999999,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,5,150,25,25,199.0,430.7999999999996,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,5,150,419,4336,4007.5,68153.25,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,5,150,19,19,171.0,262.79999999999995,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,5,150,378,2108,12.0,22.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,5,150,291,570,3421.0,4405.0,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,6,180,41,102,4058.5,73149.49999999993,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,6,180,325,1193,140.0,275.0,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,6,180,20,20,46.0,284.0,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,6,180,378,4105,4144.0,80336.6,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,6,180,14,14,184.5,351.19999999999993,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,6,180,346,1962,12.0,23.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,6,180,264,516,3436.5,4476.5,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,7,210,93,230,4090.5,79471.99999999999,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,7,210,409,1299,138.0,231.0,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,7,210,26,26,226.5,548.0,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,7,210,436,4609,3983.0,72333.99999999999,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,7,210,20,20,164.5,241.15,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,7,210,399,2303,12.0,22.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,7,210,305,598,3454.5,4491.75,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,8,240,62,160,3973.0,101628.79999999974,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,8,240,354,1225,140.0,241.5999999999999,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,8,240,24,24,143.5,564.5999999999993,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,8,240,394,4236,3951.0,76539.25,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,8,240,18,18,192.5,263.34999999999997,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,8,240,367,2046,12.0,21.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,8,240,275,538,3475.0,5026.799999999999,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,9,270,42,100,3911.5,70747.45,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,9,270,336,1093,143.0,263.1999999999996,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,9,270,19,19,54.0,317.3999999999999,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,9,270,379,4139,3651.0,53959.79999999999,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,9,270,13,13,165.0,236.39999999999998,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,9,270,354,2083,12.0,22.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,9,270,284,556,3442.0,4432.25,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,10,300,79,202,4107.0,81212.94999999998,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,10,300,374,1136,140.0,240.0,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,10,300,26,26,209.5,504.5,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,10,300,393,4311,3654.0,60647.5,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,10,300,20,20,195.0,370.1500000000002,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,10,300,372,2231,12.0,22.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,10,300,299,586,3467.0,4580.75,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,11,330,81,200,3825.5,70074.59999999996,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,11,330,402,1227,141.0,248.70000000000005,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,11,330,25,25,202.0,332.4,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,11,330,419,4628,3786.0,66980.65,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,11,330,19,19,180.0,349.39999999999986,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,11,330,401,2387,12.0,25.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,11,330,318,624,3517.0,5173.900000000002,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,12,360,69,170,4005.5,76487.94999999998,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,12,360,387,1202,139.0,240.0,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,12,360,23,23,61.0,415.8999999999999,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,12,360,418,4509,3888.0,68548.3999999999,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,12,360,17,17,176.0,314.59999999999997,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,12,360,389,2287,12.0,23.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,12,360,310,608,3486.0,4516.95,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,13,390,71,182,4073.5,79580.99999999997,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,13,390,367,1164,141.0,238.0,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,13,390,25,25,199.0,411.19999999999993,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,13,390,397,4220,3929.0,69367.84999999998,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,13,390,19,19,170.0,234.39999999999995,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,13,390,365,2102,12.0,22.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,13,390,285,558,3449.0,4454.6,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,14,420,65,158,4191.5,76802.15000000004,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,14,420,374,1205,139.0,238.79999999999995,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,14,420,22,22,103.0,444.9499999999999,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,14,420,411,4441,3794.0,64307.0,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,14,420,16,16,173.5,283.5,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,14,420,383,2236,12.0,24.0,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,14,420,300,588,3461.0,4370.55,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,15,450,90,240,4052.5,70238.34999999995,0.0
re2ob_checkoutservice_delay_2,delay,currencyservice,15,450,388,1163,140.0,248.6999999999996,0.0
re2ob_checkoutservice_delay_2,delay,emailservice,15,450,30,30,210.0,391.34999999999985,0.0
re2ob_checkoutservice_delay_2,delay,frontendservice,15,450,396,4301,3835.0,69677.0,0.0
re2ob_checkoutservice_delay_2,delay,paymentservice,15,450,24,24,189.0,464.3499999999998,0.0
re2ob_checkoutservice_delay_2,delay,productcatalogservice,15,450,374,2196,12.0,26.25,0.0
re2ob_checkoutservice_delay_2,delay,recommendationservice,15,450,298,584,3503.5,4394.4,0.0
re2ob_checkoutservice_delay_2,delay,checkoutservice,16,480,72,184,3984.0,71322.05,0.0
