scenario_id,k,incident_ids,total_gt_loss
scenario_k5_014,5,re2ob_checkoutservice_socket_3;re2ob_emailservice_disk_3;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_mem_1,780.1893560180945
scenario_k5_015,5,re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_2;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_2,945.0984779101955
scenario_k5_016,5,re2ob_checkoutservice_socket_3;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_1;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_mem_2,549.5450174820281
scenario_k5_017,5,re2ob_checkoutservice_socket_1;re2ob_currencyservice_delay_1;re2ob_emailservice_disk_3;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_mem_1,790.4264808931526
scenario_k5_018,5,re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_1;re2ob_emailservice_disk_2;re2ob_productcatalogservice_cpu_1;re2ob_recommendationservice_delay_2,710.4907191021673
scenario_k5_019,5,re2ob_currencyservice_delay_2;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_3,1078.253380579241
scenario_k5_020,5,re2ob_checkoutservice_socket_2;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_3;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_delay_2,694.4001123414668
scenario_k5_021,5,re2ob_checkoutservice_cpu_3;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_1;re2ob_emailservice_disk_3;re2ob_emailservice_loss_1,819.7128642076053
scenario_k5_022,5,re2ob_emailservice_disk_2;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_1,606.5953670247035
scenario_k5_023,5,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_3;re2ob_emailservice_loss_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_2,562.6586553825182
scenario_k5_024,5,re2ob_checkoutservice_cpu_2;re2ob_checkoutservice_socket_2;re2ob_emailservice_disk_2;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_1,658.7376720056417
scenario_k5_025,5,re2ob_emailservice_disk_1;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_mem_1,500.6769241821188
scenario_k5_026,5,re2ob_checkoutservice_cpu_1;re2ob_currencyservice_cpu_1;re2ob_emailservice_loss_3;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_2,746.1785639504225
scenario_k5_027,5,re2ob_checkoutservice_cpu_2;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_1;re2ob_emailservice_loss_3;re2ob_recommendationservice_mem_2,496.8072286444809
scenario_k5_028,5,re2ob_currencyservice_cpu_3;re2ob_emailservice_disk_1;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_2,628.5200364849014
scenario_k5_029,5,re2ob_checkoutservice_socket_1;re2ob_currencyservice_delay_2;re2ob_emailservice_loss_2;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_2,822.6953860258806
scenario_k5_030,5,re2ob_currencyservice_delay_2;re2ob_emailservice_disk_2;re2ob_emailservice_loss_3;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_2,849.0886935004276
scenario_k10_001,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_2;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_1,1414.9871338253065
scenario_k10_002,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_1;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_3,1422.5009091347924
scenario_k10_003,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_1;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_2,1363.1429795212782
scenario_k10_004,10,re2ob_checkoutservice_cpu_2;re2ob_checkoutservice_socket_1;re2ob_currencyservice_cpu_2;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_3;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_1,1642.0429860073066
scenario_k10_005,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_1;re2ob_emailservice_disk_3;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_1,1430.3804262632214
scenario_k10_006,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_2;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_3,1442.8617483115622
scenario_k10_007,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_2;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_2;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_1,1644.6641367542748
scenario_k10_008,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_1;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_3,1816.6054925673645
scenario_k10_009,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_1;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_3;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_3,1654.7202848206223
scenario_k10_010,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_3;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_3,1430.8547440567536
scenario_k10_011,10,re2ob_checkoutservice_cpu_2;re2ob_checkoutservice_socket_1;re2ob_currencyservice_cpu_2;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_1;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_2,1392.6999402342544
scenario_k10_012,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_1;re2ob_emailservice_disk_2;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_2,1493.3728101628428
scenario_k10_013,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_3;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_2,1454.0789980133502
scenario_k10_014,10,re2ob_checkoutservice_cpu_2;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_2;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_1;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_1,1388.8465635677878
scenario_k10_015,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_1;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_3;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_3,1628.1913577232033
scenario_k10_016,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_1;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_1;re2ob_emailservice_disk_3;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_1,1427.3968894867473
scenario_k10_017,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_2;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_3,1463.8941381934667
scenario_k10_018,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_1;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_2;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_2,1461.6126201813463
scenario_k10_019,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_2;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_2,1857.7386251622193
scenario_k10_020,10,re2ob_checkoutservice_cpu_2;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_1;re2ob_emailservice_disk_2;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_1,1461.0039966822137
scenario_k10_021,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_1;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_2,1597.7886015536192
scenario_k10_022,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_3;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_3,1462.0665862706633
scenario_k10_023,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_1;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_2;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_1;re2ob_recommendationservice_mem_3,1485.1038013937805
scenario_k10_024,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_1;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_1;re2ob_emailservice_loss_3;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_2,1775.0611578867827
scenario_k10_025,10,re2ob_checkoutservice_cpu_1;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_1;re2ob_currencyservice_delay_3;re2ob_emailservice_disk_1;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_1,1589.8782802145622
scenario_k10_026,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_2;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_3;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_3,1646.972662160672
scenario_k10_027,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_2;re2ob_currencyservice_delay_1;re2ob_emailservice_disk_2;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_2;re2ob_productcatalogservice_socket_2;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_2,1659.993963015963
scenario_k10_028,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_3;re2ob_emailservice_loss_2;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_3,1432.037456520041
scenario_k10_029,10,re2ob_checkoutservice_cpu_2;re2ob_checkoutservice_socket_3;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_2;re2ob_emailservice_disk_2;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_1;re2ob_productcatalogservice_socket_1;re2ob_recommendationservice_delay_3;re2ob_recommendationservice_mem_3,1507.8632617792123
scenario_k10_030,10,re2ob_checkoutservice_cpu_3;re2ob_checkoutservice_socket_2;re2ob_currencyservice_cpu_3;re2ob_currencyservice_delay_1;re2ob_emailservice_disk_2;re2ob_emailservice_loss_1;re2ob_productcatalogservice_cpu_3;re2ob_productcatalogservice_socket_3;re2ob_recommendationservice_delay_2;re2ob_recommendationservice_mem_3,1621.8368255083649
