scenario_id,k,incident_ids,total_gt_loss
re2tt_scenario_k5_005,5,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-train-service_cpu_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_3,708.8609401012657
re2tt_scenario_k5_006,5,re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_2;re2tt_ts-travel-service_delay_3,602.8753264642648
re2tt_scenario_k5_007,5,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_2;re2tt_ts-route-service_disk_1;re2tt_ts-travel-service_mem_2,725.6479114494034
re2tt_scenario_k5_008,5,re2tt_ts-order-service_cpu_2;re2tt_ts-order-service_delay_1;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_2,972.9813482931563
re2tt_scenario_k5_009,5,re2tt_ts-auth-service_cpu_2;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_2;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_socket_1,469.7705778809911
re2tt_scenario_k5_010,5,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_2;re2tt_ts-travel-service_delay_3,705.656292832383
re2tt_scenario_k5_011,5,re2tt_ts-auth-service_cpu_3;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_2;re2tt_ts-train-service_cpu_1;re2tt_ts-travel-service_delay_1,669.0473955599871
re2tt_scenario_k5_012,5,re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_2;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_3,608.8482108394712
re2tt_scenario_k5_013,5,re2tt_ts-auth-service_cpu_1;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_2;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_1,838.5401679689222
re2tt_scenario_k5_014,5,re2tt_ts-auth-service_socket_3;re2tt_ts-route-service_disk_3;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_mem_1,508.5016192087558
re2tt_scenario_k5_015,5,re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_2;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_2,705.4845908267173
re2tt_scenario_k5_016,5,re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_1;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_mem_2,612.2300305622553
re2tt_scenario_k5_017,5,re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_delay_1;re2tt_ts-route-service_disk_3;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_mem_1,635.8202700033723
re2tt_scenario_k5_018,5,re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_1;re2tt_ts-route-service_disk_2;re2tt_ts-train-service_cpu_1;re2tt_ts-travel-service_delay_2,608.4515001784695
re2tt_scenario_k5_019,5,re2tt_ts-order-service_delay_2;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_3,635.1623786727641
re2tt_scenario_k5_020,5,re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_3;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_2,557.4363377527588
re2tt_scenario_k5_021,5,re2tt_ts-auth-service_cpu_3;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_1;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_1,527.4839977595279
re2tt_scenario_k5_022,5,re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_1,850.8147763902366
re2tt_scenario_k5_023,5,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_3;re2tt_ts-route-service_loss_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_2,669.8329138312894
re2tt_scenario_k5_024,5,re2tt_ts-auth-service_cpu_2;re2tt_ts-auth-service_socket_2;re2tt_ts-route-service_disk_2;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_1,526.6891661247124
re2tt_scenario_k5_025,5,re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_mem_1,716.3853503062888
re2tt_scenario_k5_026,5,re2tt_ts-auth-service_cpu_1;re2tt_ts-order-service_cpu_1;re2tt_ts-route-service_loss_3;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_2,563.8986708539844
re2tt_scenario_k5_027,5,re2tt_ts-auth-service_cpu_2;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_1;re2tt_ts-route-service_loss_3;re2tt_ts-travel-service_mem_2,524.164982529189
re2tt_scenario_k5_028,5,re2tt_ts-order-service_cpu_3;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_2,803.2740063135353
re2tt_scenario_k5_029,5,re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_loss_2;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_2,835.0231640618111
re2tt_scenario_k5_030,5,re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_3;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_2,653.8767216496894
re2tt_scenario_k10_001,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_1,1477.8189053784683
re2tt_scenario_k10_002,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_3,1209.997727568323
re2tt_scenario_k10_003,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_2,1358.8432735444885
re2tt_scenario_k10_004,10,re2tt_ts-auth-service_cpu_2;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_2;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_1,1286.9617272965784
re2tt_scenario_k10_005,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_1;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_1,1563.8833220244492
re2tt_scenario_k10_006,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_3,1099.5270663490687
re2tt_scenario_k10_007,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_2;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_1,1316.9698509951058
re2tt_scenario_k10_008,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_3,1333.9013109074933
re2tt_scenario_k10_009,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_3,968.8095926470476
re2tt_scenario_k10_010,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_3,1297.4681398401221
re2tt_scenario_k10_011,10,re2tt_ts-auth-service_cpu_2;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_2;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_2,1524.5559117591292
re2tt_scenario_k10_012,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_1;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_2,1472.8969303358062
re2tt_scenario_k10_013,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_2,1216.435885600625
re2tt_scenario_k10_014,10,re2tt_ts-auth-service_cpu_2;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_2;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_1,1289.055537153587
re2tt_scenario_k10_015,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_3,1356.5213866054503
re2tt_scenario_k10_016,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_1;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_1,1589.9695387332058
re2tt_scenario_k10_017,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_3,1192.3265941259756
re2tt_scenario_k10_018,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_2,1587.8991590703065
re2tt_scenario_k10_019,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_2,1227.7959831289277
re2tt_scenario_k10_020,10,re2tt_ts-auth-service_cpu_2;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_1;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_1,1558.4973846583607
re2tt_scenario_k10_021,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_2,1500.7482645325397
re2tt_scenario_k10_022,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_3,938.8056218909641
re2tt_scenario_k10_023,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_1;re2tt_ts-travel-service_mem_3,1075.5993626111215
re2tt_scenario_k10_024,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_1;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_3;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_2,1180.6396010856631
re2tt_scenario_k10_025,10,re2tt_ts-auth-service_cpu_1;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_1;re2tt_ts-order-service_delay_3;re2tt_ts-route-service_disk_1;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_1,1175.938482208183
re2tt_scenario_k10_026,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_2;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_3,1239.8073551371526
re2tt_scenario_k10_027,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_2;re2tt_ts-order-service_delay_1;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_2;re2tt_ts-train-service_socket_2;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_2,1682.573748545023
re2tt_scenario_k10_028,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_3;re2tt_ts-route-service_loss_2;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_3,1340.6548216243916
re2tt_scenario_k10_029,10,re2tt_ts-auth-service_cpu_2;re2tt_ts-auth-service_socket_3;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_2;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_1;re2tt_ts-train-service_socket_1;re2tt_ts-travel-service_delay_3;re2tt_ts-travel-service_mem_3,1274.915694954936
re2tt_scenario_k10_030,10,re2tt_ts-auth-service_cpu_3;re2tt_ts-auth-service_socket_2;re2tt_ts-order-service_cpu_3;re2tt_ts-order-service_delay_1;re2tt_ts-route-service_disk_2;re2tt_ts-route-service_loss_1;re2tt_ts-train-service_cpu_3;re2tt_ts-train-service_socket_3;re2tt_ts-travel-service_delay_2;re2tt_ts-travel-service_mem_3,1513.1813323512638
