window,serviceName,spans
-480.0,currencyservice,426
-480.0,emailservice,9
-480.0,frontendservice,1401
-480.0,paymentservice,7
-480.0,productcatalogservice,700
-480.0,recommendationservice,180
-470.0,checkoutservice,86
-470.0,currencyservice,383
-470.0,emailservice,11
-470.0,frontendservice,1340
-470.0,paymentservice,9
-470.0,productcatalogservice,666
-470.0,recommendationservice,176
-460.0,checkoutservice,24
-460.0,currencyservice,322
-460.0,emailservice,6
-460.0,frontendservice,1234
-460.0,paymentservice,4
-460.0,productcatalogservice,621
-460.0,recommendationservice,172
-450.0,checkoutservice,42
-450.0,currencyservice,430
-450.0,emailservice,7
-450.0,frontendservice,1401
-450.0,paymentservice,5
-450.0,productcatalogservice,639
-450.0,recommendationservice,170
-440.0,checkoutservice,78
-440.0,currencyservice,362
-440.0,emailservice,10
-440.0,frontendservice,1425
-440.0,paymentservice,8
-440.0,productcatalogservice,749
-440.0,recommendationservice,200
-430.0,checkoutservice,14
-430.0,currencyservice,355
-430.0,emailservice,5
-430.0,frontendservice,1383
-430.0,paymentservice,3
-430.0,productcatalogservice,693
-430.0,recommendationservice,184
-420.0,checkoutservice,16
-420.0,currencyservice,375
-420.0,emailservice,5
-420.0,frontendservice,1345
-420.0,paymentservice,3
-420.0,productcatalogservice,648
-420.0,recommendationservice,174
-410.0,checkoutservice,76
-410.0,currencyservice,410
-410.0,emailservice,9
-410.0,frontendservice,1523
-410.0,paymentservice,7
-410.0,productcatalogservice,785
-410.0,recommendationservice,202
-400.0,checkoutservice,120
-400.0,currencyservice,429
-400.0,emailservice,12
-400.0,frontendservice,1548
-400.0,paymentservice,10
-400.0,productcatalogservice,799
-400.0,recommendationservice,212
-390.0,checkoutservice,38
-390.0,currencyservice,354
-390.0,emailservice,7
-390.0,frontendservice,1265
-390.0,paymentservice,5
-390.0,productcatalogservice,606
-390.0,recommendationservice,164
-380.0,checkoutservice,44
-380.0,currencyservice,339
-380.0,emailservice,7
-380.0,frontendservice,1295
-380.0,paymentservice,5
-380.0,productcatalogservice,649
-380.0,recommendationservice,176
-370.0,checkoutservice,48
-370.0,currencyservice,363
-370.0,emailservice,8
-370.0,frontendservice,1388
-370.0,paymentservice,6
-370.0,productcatalogservice,699
-370.0,recommendationservice,188
-360.0,checkoutservice,80
-360.0,currencyservice,408
-360.0,emailservice,9
-360.0,frontendservice,1436
-360.0,paymentservice,7
-360.0,productcatalogservice,719
-360.0,recommendationservice,186
-350.0,checkoutservice,40
-350.0,currencyservice,387
-350.0,emailservice,7
-350.0,frontendservice,1460
-350.0,paymentservice,5
-350.0,productcatalogservice,723
-350.0,recommendationservice,196
-340.0,checkoutservice,92
-340.0,currencyservice,389
-340.0,emailservice,11
-340.0,frontendservice,1366
-340.0,paymentservice,9
-340.0,productcatalogservice,684
-340.0,recommendationservice,180
-330.0,checkoutservice,80
-330.0,currencyservice,386
-330.0,emailservice,9
-330.0,frontendservice,1301
-330.0,paymentservice,7
-330.0,productcatalogservice,640
-330.0,recommendationservice,168
-320.0,checkoutservice,90
-320.0,currencyservice,364
-320.0,emailservice,11
-320.0,frontendservice,1403
-320.0,paymentservice,9
-320.0,productcatalogservice,726
-320.0,recommendationservice,194
-310.0,checkoutservice,136
-310.0,currencyservice,401
-310.0,emailservice,14
-310.0,frontendservice,1408
-310.0,paymentservice,12
-310.0,productcatalogservice,725
-310.0,recommendationservice,192
-300.0,checkoutservice,74
-300.0,currencyservice,382
-300.0,emailservice,10
-300.0,frontendservice,1399
-300.0,paymentservice,8
-300.0,productcatalogservice,694
-300.0,recommendationservice,190
-290.0,checkoutservice,70
-290.0,currencyservice,408
-290.0,emailservice,9
-290.0,frontendservice,1385
-290.0,paymentservice,7
-290.0,productcatalogservice,662
-290.0,recommendationservice,176
-280.0,checkoutservice,30
-280.0,currencyservice,350
-280.0,emailservice,6
-280.0,frontendservice,1267
-280.0,paymentservice,4
-280.0,productcatalogservice,615
-280.0,recommendationservice,168
-270.0,checkoutservice,102
-270.0,currencyservice,446
-270.0,emailservice,12
-270.0,frontendservice,1564
-270.0,paymentservice,10
-270.0,productcatalogservice,769
-270.0,recommendationservice,204
-260.0,checkoutservice,70
-260.0,currencyservice,331
-260.0,emailservice,9
-260.0,frontendservice,1263
-260.0,paymentservice,7
-260.0,productcatalogservice,647
-260.0,recommendationservice,176
-250.0,checkoutservice,66
-250.0,currencyservice,395
-250.0,emailservice,9
-250.0,frontendservice,1391
-250.0,paymentservice,7
-250.0,productcatalogservice,679
-250.0,recommendationservice,180
-240.0,checkoutservice,24
-240.0,currencyservice,327
-240.0,emailservice,6
-240.0,frontendservice,1411
-240.0,paymentservice,4
-240.0,productcatalogservice,732
-240.0,recommendationservice,200
-230.0,checkoutservice,74
-230.0,currencyservice,381
-230.0,emailservice,10
-230.0,frontendservice,1537
-230.0,paymentservice,8
-230.0,productcatalogservice,798
-230.0,recommendationservice,210
-220.0,checkoutservice,42
-220.0,currencyservice,397
-220.0,emailservice,7
-220.0,frontendservice,1519
-220.0,paymentservice,5
-220.0,productcatalogservice,768
-220.0,recommendationservice,204
-210.0,checkoutservice,90
-210.0,currencyservice,349
-210.0,emailservice,10
-210.0,frontendservice,1207
-210.0,paymentservice,8
-210.0,productcatalogservice,607
-210.0,recommendationservice,158
-200.0,checkoutservice,70
-200.0,currencyservice,398
-200.0,emailservice,10
-200.0,frontendservice,1382
-200.0,paymentservice,8
-200.0,productcatalogservice,665
-200.0,recommendationservice,176
-190.0,checkoutservice,30
-190.0,currencyservice,369
-190.0,emailservice,6
-190.0,frontendservice,1282
-190.0,paymentservice,4
-190.0,productcatalogservice,612
-190.0,recommendationservice,162
-180.0,checkoutservice,64
-180.0,currencyservice,419
-180.0,emailservice,9
-180.0,frontendservice,1406
-180.0,paymentservice,7
-180.0,productcatalogservice,674
-180.0,recommendationservice,178
-170.0,checkoutservice,50
-170.0,currencyservice,400
-170.0,emailservice,8
-170.0,frontendservice,1457
-170.0,paymentservice,6
-170.0,productcatalogservice,711
-170.0,recommendationservice,192
-160.0,checkoutservice,76
-160.0,currencyservice,400
-160.0,emailservice,11
-160.0,frontendservice,1437
-160.0,paymentservice,9
-160.0,productcatalogservice,707
-160.0,recommendationservice,190
-150.0,checkoutservice,40
-150.0,currencyservice,406
-150.0,emailservice,7
-150.0,frontendservice,1411
-150.0,paymentservice,5
-150.0,productcatalogservice,683
-150.0,recommendationservice,182
-140.0,checkoutservice,62
-140.0,currencyservice,359
-140.0,emailservice,9
-140.0,frontendservice,1366
-140.0,paymentservice,7
-140.0,productcatalogservice,688
-140.0,recommendationservice,186
-130.0,checkoutservice,86
-130.0,currencyservice,421
-130.0,emailservice,9
-130.0,frontendservice,1536
-130.0,paymentservice,7
-130.0,productcatalogservice,785
-130.0,recommendationservice,206
-120.0,checkoutservice,42
-120.0,currencyservice,339
-120.0,emailservice,7
-120.0,frontendservice,1255
-120.0,paymentservice,5
-120.0,productcatalogservice,627
-120.0,recommendationservice,166
-110.0,checkoutservice,88
-110.0,currencyservice,389
-110.0,emailservice,10
-110.0,frontendservice,1437
-110.0,paymentservice,8
-110.0,productcatalogservice,736
-110.0,recommendationservice,192
-100.0,checkoutservice,52
-100.0,currencyservice,416
-100.0,emailservice,8
-100.0,frontendservice,1387
-100.0,paymentservice,6
-100.0,productcatalogservice,655
-100.0,recommendationservice,172
-90.0,checkoutservice,114
-90.0,currencyservice,402
-90.0,emailservice,13
-90.0,frontendservice,1544
-90.0,paymentservice,11
-90.0,productcatalogservice,808
-90.0,recommendationservice,214
-80.0,checkoutservice,34
-80.0,currencyservice,380
-80.0,emailservice,6
-80.0,frontendservice,1412
-80.0,paymentservice,4
-80.0,productcatalogservice,705
-80.0,recommendationservice,184
-70.0,checkoutservice,88
-70.0,currencyservice,430
-70.0,emailservice,10
-70.0,frontendservice,1616
-70.0,paymentservice,8
-70.0,productcatalogservice,841
-70.0,recommendationservice,220
-60.0,checkoutservice,84
-60.0,currencyservice,385
-60.0,emailservice,10
-60.0,frontendservice,1487
-60.0,paymentservice,8
-60.0,productcatalogservice,773
-60.0,recommendationservice,204
-50.0,checkoutservice,42
-50.0,currencyservice,302
-50.0,emailservice,7
-50.0,frontendservice,1157
-50.0,paymentservice,5
-50.0,productcatalogservice,594
-50.0,recommendationservice,162
-40.0,checkoutservice,44
-40.0,currencyservice,363
-40.0,emailservice,6
-40.0,frontendservice,1301
-40.0,paymentservice,4
-40.0,productcatalogservice,636
-40.0,recommendationservice,170
-30.0,checkoutservice,76
-30.0,currencyservice,350
-30.0,emailservice,10
-30.0,frontendservice,1178
-30.0,paymentservice,8
-30.0,productcatalogservice,582
-30.0,recommendationservice,156
-20.0,checkoutservice,34
-20.0,currencyservice,396
-20.0,emailservice,7
-20.0,frontendservice,1506
-20.0,paymentservice,5
-20.0,productcatalogservice,746
-20.0,recommendationservice,198
-10.0,checkoutservice,140
-10.0,currencyservice,364
-10.0,emailservice,14
-10.0,frontendservice,1383
-10.0,paymentservice,12
-10.0,productcatalogservice,743
-10.0,recommendationservice,196
0.0,checkoutservice,62
0.0,currencyservice,439
0.0,emailservice,8
0.0,frontendservice,1414
0.0,paymentservice,6
0.0,productcatalogservice,652
0.0,recommendationservice,172
10.0,checkoutservice,112
10.0,currencyservice,401
10.0,emailservice,11
10.0,frontendservice,1424
10.0,paymentservice,9
10.0,productcatalogservice,734
10.0,recommendationservice,192
20.0,checkoutservice,48
20.0,currencyservice,404
20.0,emailservice,7
20.0,frontendservice,1222
20.0,paymentservice,5
20.0,productcatalogservice,543
20.0,recommendationservice,142
30.0,checkoutservice,148
30.0,currencyservice,437
30.0,emailservice,16
30.0,frontendservice,1633
30.0,paymentservice,14
30.0,productcatalogservice,850
30.0,recommendationservice,226
40.0,checkoutservice,52
40.0,currencyservice,328
40.0,emailservice,8
40.0,frontendservice,1311
40.0,paymentservice,7
40.0,productcatalogservice,658
40.0,recommendationservice,178
50.0,checkoutservice,84
50.0,currencyservice,390
50.0,emailservice,12
50.0,frontendservice,1406
50.0,paymentservice,9
50.0,productcatalogservice,691
50.0,recommendationservice,190
60.0,checkoutservice,100
60.0,currencyservice,320
60.0,emailservice,12
60.0,frontendservice,1273
60.0,paymentservice,10
60.0,productcatalogservice,676
60.0,recommendationservice,186
70.0,checkoutservice,54
70.0,currencyservice,351
70.0,emailservice,8
70.0,frontendservice,1333
70.0,paymentservice,6
70.0,productcatalogservice,665
70.0,recommendationservice,178
80.0,checkoutservice,53
80.0,currencyservice,364
80.0,emailservice,7
80.0,frontendservice,1335
80.0,paymentservice,6
80.0,productcatalogservice,658
80.0,recommendationservice,178
90.0,checkoutservice,59
90.0,currencyservice,393
90.0,emailservice,10
90.0,frontendservice,1389
90.0,paymentservice,7
90.0,productcatalogservice,670
90.0,recommendationservice,184
100.0,checkoutservice,86
100.0,currencyservice,365
100.0,emailservice,11
100.0,frontendservice,1519
100.0,paymentservice,9
100.0,productcatalogservice,813
100.0,recommendationservice,216
110.0,checkoutservice,92
110.0,currencyservice,402
110.0,emailservice,10
110.0,frontendservice,1440
110.0,paymentservice,8
110.0,productcatalogservice,725
110.0,recommendationservice,194
120.0,checkoutservice,106
120.0,currencyservice,364
120.0,emailservice,12
120.0,frontendservice,1400
120.0,paymentservice,10
120.0,productcatalogservice,736
120.0,recommendationservice,200
130.0,checkoutservice,36
130.0,currencyservice,375
130.0,emailservice,6
130.0,frontendservice,1247
130.0,paymentservice,4
130.0,productcatalogservice,574
130.0,recommendationservice,154
140.0,checkoutservice,122
140.0,currencyservice,435
140.0,emailservice,14
140.0,frontendservice,1648
140.0,paymentservice,12
140.0,productcatalogservice,847
140.0,recommendationservice,228
150.0,checkoutservice,92
150.0,currencyservice,414
150.0,emailservice,12
150.0,frontendservice,1458
150.0,paymentservice,10
150.0,productcatalogservice,712
150.0,recommendationservice,192
160.0,checkoutservice,72
160.0,currencyservice,383
160.0,emailservice,10
160.0,frontendservice,1336
160.0,paymentservice,8
160.0,productcatalogservice,651
160.0,recommendationservice,174
170.0,checkoutservice,44
170.0,currencyservice,395
170.0,emailservice,8
170.0,frontendservice,1531
170.0,paymentservice,6
170.0,productcatalogservice,767
170.0,recommendationservice,206
180.0,checkoutservice,18
180.0,currencyservice,350
180.0,emailservice,5
180.0,frontendservice,1275
180.0,paymentservice,3
180.0,productcatalogservice,618
180.0,recommendationservice,166
190.0,checkoutservice,54
190.0,currencyservice,394
190.0,emailservice,8
190.0,frontendservice,1485
190.0,paymentservice,6
190.0,productcatalogservice,738
190.0,recommendationservice,198
200.0,checkoutservice,34
200.0,currencyservice,348
200.0,emailservice,7
200.0,frontendservice,1301
200.0,paymentservice,5
200.0,productcatalogservice,647
200.0,recommendationservice,176
210.0,checkoutservice,52
210.0,currencyservice,364
210.0,emailservice,8
210.0,frontendservice,1306
210.0,paymentservice,6
210.0,productcatalogservice,640
210.0,recommendationservice,172
220.0,checkoutservice,44
220.0,currencyservice,338
220.0,emailservice,7
220.0,frontendservice,1323
220.0,paymentservice,5
220.0,productcatalogservice,674
220.0,recommendationservice,180
230.0,checkoutservice,56
230.0,currencyservice,390
230.0,emailservice,8
230.0,frontendservice,1361
230.0,paymentservice,6
230.0,productcatalogservice,670
230.0,recommendationservice,176
240.0,checkoutservice,39
240.0,currencyservice,449
240.0,emailservice,6
240.0,frontendservice,1400
240.0,paymentservice,4
240.0,productcatalogservice,632
240.0,recommendationservice,162
250.0,checkoutservice,47
250.0,currencyservice,373
250.0,emailservice,8
250.0,frontendservice,1265
250.0,paymentservice,6
250.0,productcatalogservice,602
250.0,recommendationservice,160
260.0,checkoutservice,82
260.0,currencyservice,380
260.0,emailservice,11
260.0,frontendservice,1376
260.0,paymentservice,9
260.0,productcatalogservice,691
260.0,recommendationservice,182
270.0,checkoutservice,74
270.0,currencyservice,392
270.0,emailservice,9
270.0,frontendservice,1480
270.0,paymentservice,7
270.0,productcatalogservice,756
270.0,recommendationservice,198
280.0,checkoutservice,72
280.0,currencyservice,416
280.0,emailservice,9
280.0,frontendservice,1486
280.0,paymentservice,7
280.0,productcatalogservice,729
280.0,recommendationservice,196
290.0,checkoutservice,52
290.0,currencyservice,426
290.0,emailservice,7
290.0,frontendservice,1454
290.0,paymentservice,5
290.0,productcatalogservice,717
290.0,recommendationservice,184
300.0,checkoutservice,84
300.0,currencyservice,387
300.0,emailservice,11
300.0,frontendservice,1410
300.0,paymentservice,9
300.0,productcatalogservice,722
300.0,recommendationservice,194
310.0,checkoutservice,4
310.0,currencyservice,293
310.0,emailservice,4
310.0,frontendservice,1172
310.0,paymentservice,2
310.0,productcatalogservice,585
310.0,recommendationservice,160
320.0,checkoutservice,144
320.0,currencyservice,413
320.0,emailservice,15
320.0,frontendservice,1536
320.0,paymentservice,13
320.0,productcatalogservice,807
320.0,recommendationservice,214
330.0,checkoutservice,48
330.0,currencyservice,405
330.0,emailservice,8
330.0,frontendservice,1421
330.0,paymentservice,6
330.0,productcatalogservice,678
330.0,recommendationservice,182
340.0,checkoutservice,46
340.0,currencyservice,364
340.0,emailservice,7
340.0,frontendservice,1430
340.0,paymentservice,5
340.0,productcatalogservice,739
340.0,recommendationservice,196
350.0,checkoutservice,62
350.0,currencyservice,394
350.0,emailservice,7
350.0,frontendservice,1469
350.0,paymentservice,5
350.0,productcatalogservice,754
350.0,recommendationservice,198
360.0,checkoutservice,104
360.0,currencyservice,421
360.0,emailservice,12
360.0,frontendservice,1432
360.0,paymentservice,10
360.0,productcatalogservice,701
360.0,recommendationservice,182
370.0,checkoutservice,62
370.0,currencyservice,417
370.0,emailservice,8
370.0,frontendservice,1427
370.0,paymentservice,6
370.0,productcatalogservice,698
370.0,recommendationservice,184
380.0,checkoutservice,16
380.0,currencyservice,355
380.0,emailservice,5
380.0,frontendservice,1309
380.0,paymentservice,3
380.0,productcatalogservice,643
380.0,recommendationservice,172
390.0,checkoutservice,40
390.0,currencyservice,345
390.0,emailservice,7
390.0,frontendservice,1346
390.0,paymentservice,5
390.0,productcatalogservice,687
390.0,recommendationservice,184
400.0,checkoutservice,42
400.0,currencyservice,432
400.0,emailservice,7
400.0,frontendservice,1415
400.0,paymentservice,5
400.0,productcatalogservice,654
400.0,recommendationservice,168
410.0,checkoutservice,38
410.0,currencyservice,317
410.0,emailservice,7
410.0,frontendservice,1242
410.0,paymentservice,5
410.0,productcatalogservice,645
410.0,recommendationservice,174
420.0,checkoutservice,56
420.0,currencyservice,372
420.0,emailservice,9
420.0,frontendservice,1434
420.0,paymentservice,7
420.0,productcatalogservice,726
420.0,recommendationservice,194
430.0,checkoutservice,70
430.0,currencyservice,426
430.0,emailservice,9
430.0,frontendservice,1519
430.0,paymentservice,7
430.0,productcatalogservice,757
430.0,recommendationservice,198
440.0,checkoutservice,79
440.0,currencyservice,355
440.0,emailservice,7
440.0,frontendservice,1370
440.0,paymentservice,6
440.0,productcatalogservice,725
440.0,recommendationservice,188
450.0,checkoutservice,71
450.0,currencyservice,363
450.0,emailservice,10
450.0,frontendservice,1369
450.0,paymentservice,7
450.0,productcatalogservice,710
450.0,recommendationservice,188
460.0,checkoutservice,46
460.0,currencyservice,351
460.0,emailservice,7
460.0,frontendservice,1209
460.0,paymentservice,5
460.0,productcatalogservice,591
460.0,recommendationservice,156
470.0,checkoutservice,36
470.0,currencyservice,338
470.0,emailservice,7
470.0,frontendservice,1241
470.0,paymentservice,5
470.0,productcatalogservice,611
470.0,recommendationservice,164
480.0,checkoutservice,34
480.0,currencyservice,408
480.0,emailservice,7
480.0,frontendservice,1333
480.0,paymentservice,5
480.0,productcatalogservice,611
480.0,recommendationservice,160
490.0,checkoutservice,58
490.0,currencyservice,455
490.0,emailservice,8
490.0,frontendservice,1468
490.0,paymentservice,6
490.0,productcatalogservice,680
490.0,recommendationservice,176
500.0,checkoutservice,42
500.0,currencyservice,374
500.0,emailservice,6
500.0,frontendservice,1338
500.0,paymentservice,4
500.0,productcatalogservice,673
500.0,recommendationservice,176
510.0,checkoutservice,56
510.0,currencyservice,329
510.0,emailservice,8
510.0,frontendservice,1324
510.0,paymentservice,6
510.0,productcatalogservice,696
510.0,recommendationservice,186
520.0,checkoutservice,92
520.0,currencyservice,416
520.0,emailservice,11
520.0,frontendservice,1473
520.0,paymentservice,9
520.0,productcatalogservice,736
520.0,recommendationservice,192
530.0,checkoutservice,52
530.0,currencyservice,394
530.0,emailservice,8
530.0,frontendservice,1515
530.0,paymentservice,6
530.0,productcatalogservice,783
530.0,recommendationservice,206
540.0,checkoutservice,106
540.0,currencyservice,432
540.0,emailservice,12
540.0,frontendservice,1529
540.0,paymentservice,10
540.0,productcatalogservice,767
540.0,recommendationservice,200
550.0,checkoutservice,42
550.0,currencyservice,376
550.0,emailservice,7
550.0,frontendservice,1331
550.0,paymentservice,5
550.0,productcatalogservice,643
550.0,recommendationservice,172
560.0,checkoutservice,28
560.0,currencyservice,362
560.0,emailservice,6
560.0,frontendservice,1315
560.0,paymentservice,4
560.0,productcatalogservice,651
560.0,recommendationservice,176
570.0,checkoutservice,94
570.0,currencyservice,438
570.0,emailservice,10
570.0,frontendservice,1502
570.0,paymentservice,8
570.0,productcatalogservice,740
570.0,recommendationservice,192
580.0,checkoutservice,68
580.0,currencyservice,375
580.0,emailservice,10
580.0,frontendservice,1414
580.0,paymentservice,8
580.0,productcatalogservice,717
580.0,recommendationservice,194
590.0,checkoutservice,86
590.0,currencyservice,369
590.0,emailservice,10
590.0,frontendservice,1288
590.0,paymentservice,8
590.0,productcatalogservice,648
590.0,recommendationservice,170
600.0,checkoutservice,46
600.0,currencyservice,362
600.0,emailservice,7
600.0,frontendservice,1293
600.0,paymentservice,5
600.0,productcatalogservice,632
600.0,recommendationservice,168
610.0,checkoutservice,48
610.0,currencyservice,333
610.0,emailservice,7
610.0,frontendservice,1247
610.0,paymentservice,5
610.0,productcatalogservice,635
610.0,recommendationservice,174
620.0,checkoutservice,66
620.0,currencyservice,379
620.0,emailservice,9
620.0,frontendservice,1318
620.0,paymentservice,7
620.0,productcatalogservice,640
620.0,recommendationservice,166
630.0,checkoutservice,100
630.0,currencyservice,399
630.0,emailservice,12
630.0,frontendservice,1468
630.0,paymentservice,10
630.0,productcatalogservice,744
630.0,recommendationservice,200
640.0,checkoutservice,64
640.0,currencyservice,361
640.0,emailservice,8
640.0,frontendservice,1305
640.0,paymentservice,6
640.0,productcatalogservice,660
640.0,recommendationservice,176
650.0,checkoutservice,40
650.0,currencyservice,434
650.0,emailservice,7
650.0,frontendservice,1462
650.0,paymentservice,5
650.0,productcatalogservice,691
650.0,recommendationservice,182
660.0,checkoutservice,46
660.0,currencyservice,325
660.0,emailservice,6
660.0,frontendservice,1197
660.0,paymentservice,4
660.0,productcatalogservice,612
660.0,recommendationservice,164
670.0,checkoutservice,68
670.0,currencyservice,350
670.0,emailservice,9
670.0,frontendservice,1452
670.0,paymentservice,7
670.0,productcatalogservice,779
670.0,recommendationservice,208
680.0,checkoutservice,39
680.0,currencyservice,332
680.0,emailservice,7
680.0,frontendservice,1256
680.0,paymentservice,5
680.0,productcatalogservice,626
680.0,recommendationservice,172
690.0,checkoutservice,101
690.0,currencyservice,414
690.0,emailservice,11
690.0,frontendservice,1463
690.0,paymentservice,9
690.0,productcatalogservice,730
690.0,recommendationservice,190
700.0,checkoutservice,52
700.0,currencyservice,411
700.0,emailservice,9
700.0,frontendservice,1453
700.0,paymentservice,7
700.0,productcatalogservice,692
700.0,recommendationservice,182
710.0,checkoutservice,40
710.0,currencyservice,351
710.0,emailservice,7
710.0,frontendservice,1214
710.0,paymentservice,5
710.0,productcatalogservice,581
710.0,recommendationservice,158
