case,journey_type_id,journey_label,signature_str,n_traces
re2ob_emailservice_mem_3,frontend::Convert+GetCart+ListProducts,frontend::Convert+GetCart+ListProducts,Convert+GetCart+ListProducts,4
re2ob_emailservice_mem_3,frontend::Convert+GetProduct,frontend::Convert+GetProduct,Convert+GetProduct,3
re2ob_emailservice_mem_3,frontend::Convert+GetProduct+GetQuote+GetSupportedCurrencies,frontend::Convert+GetProduct+GetQuote+GetSupportedCurrencies,Convert+GetProduct+GetQuote+GetSupportedCurrencies,7
re2ob_emailservice_mem_3,frontend::Convert+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,Convert+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,60
re2ob_emailservice_mem_3,frontend::Convert+GetProduct+GetQuote+ListRecommendations,frontend::Convert+GetProduct+GetQuote+ListRecommendations,Convert+GetProduct+GetQuote+ListRecommendations,9
re2ob_emailservice_mem_3,frontend::Convert+GetProduct+GetSupportedCurrencies,frontend::Convert+GetProduct+GetSupportedCurrencies,Convert+GetProduct+GetSupportedCurrencies,3
re2ob_emailservice_mem_3,frontend::Convert+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetProduct+GetSupportedCurrencies+ListRecommendations,Convert+GetProduct+GetSupportedCurrencies+ListRecommendations,36
re2ob_emailservice_mem_3,frontend::Convert+GetProduct+ListRecommendations,frontend::Convert+GetProduct+ListRecommendations,Convert+GetProduct+ListRecommendations,8
re2ob_emailservice_mem_3,frontend::Convert+GetSupportedCurrencies+ListProducts,frontend::Convert+GetSupportedCurrencies+ListProducts,Convert+GetSupportedCurrencies+ListProducts,3
re2ob_emailservice_mem_3,frontend::Convert+ListProducts,frontend::Convert+ListProducts,Convert+ListProducts,1
re2ob_emailservice_mem_3,frontend::GetAds+GetCart+GetProduct,frontend::GetAds+GetCart+GetProduct,GetAds+GetCart+GetProduct,4
re2ob_emailservice_mem_3,frontend::GetAds+GetCart+GetProduct+GetSupportedCurrencies,frontend::GetAds+GetCart+GetProduct+GetSupportedCurrencies,GetAds+GetCart+GetProduct+GetSupportedCurrencies,16
re2ob_emailservice_mem_3,frontend::GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,96
re2ob_emailservice_mem_3,frontend::GetAds+GetCart+GetProduct+ListRecommendations,frontend::GetAds+GetCart+GetProduct+ListRecommendations,GetAds+GetCart+GetProduct+ListRecommendations,24
re2ob_emailservice_mem_3,frontend::GetAds+GetProduct,frontend::GetAds+GetProduct,GetAds+GetProduct,2
re2ob_emailservice_mem_3,frontend::GetAds+GetProduct+GetSupportedCurrencies,frontend::GetAds+GetProduct+GetSupportedCurrencies,GetAds+GetProduct+GetSupportedCurrencies,4
re2ob_emailservice_mem_3,frontend::GetAds+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::GetAds+GetProduct+GetSupportedCurrencies+ListRecommendations,GetAds+GetProduct+GetSupportedCurrencies+ListRecommendations,23
re2ob_emailservice_mem_3,frontend::GetAds+GetProduct+ListRecommendations,frontend::GetAds+GetProduct+ListRecommendations,GetAds+GetProduct+ListRecommendations,3
re2ob_emailservice_mem_3,frontend::GetCart+GetProduct+GetQuote+GetSupportedCurrencies,frontend::GetCart+GetProduct+GetQuote+GetSupportedCurrencies,GetCart+GetProduct+GetQuote+GetSupportedCurrencies,1
re2ob_emailservice_mem_3,frontend::GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,10
re2ob_emailservice_mem_3,frontend::GetCart+GetProduct+GetQuote+ListRecommendations,frontend::GetCart+GetProduct+GetQuote+ListRecommendations,GetCart+GetProduct+GetQuote+ListRecommendations,3
re2ob_emailservice_mem_3,frontend::GetCart+GetProduct+GetSupportedCurrencies,frontend::GetCart+GetProduct+GetSupportedCurrencies,GetCart+GetProduct+GetSupportedCurrencies,5
re2ob_emailservice_mem_3,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,17
re2ob_emailservice_mem_3,frontend::GetCart+GetProduct+ListRecommendations,frontend::GetCart+GetProduct+ListRecommendations,GetCart+GetProduct+ListRecommendations,3
re2ob_emailservice_mem_3,frontend::GetProduct,frontend::GetProduct,GetProduct,49
re2ob_emailservice_mem_3,frontend::GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,frontend::GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,3
re2ob_emailservice_mem_3,frontend::GetProduct+GetSupportedCurrencies,frontend::GetProduct+GetSupportedCurrencies,GetProduct+GetSupportedCurrencies,6
re2ob_emailservice_mem_3,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations,GetProduct+GetSupportedCurrencies+ListRecommendations,16
re2ob_emailservice_mem_3,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,Place Order,GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,595
re2ob_emailservice_mem_3,frontend::GetProduct+GetSupportedCurrencies+PlaceOrder,frontend::GetProduct+GetSupportedCurrencies+PlaceOrder,GetProduct+GetSupportedCurrencies+PlaceOrder,12
re2ob_emailservice_mem_3,frontend::GetProduct+ListRecommendations,frontend::GetProduct+ListRecommendations,GetProduct+ListRecommendations,4
re2ob_emailservice_mem_3,frontend::GetProduct+ListRecommendations+PlaceOrder,frontend::GetProduct+ListRecommendations+PlaceOrder,GetProduct+ListRecommendations+PlaceOrder,7
re2ob_emailservice_mem_3,frontend::GetProduct+PlaceOrder,frontend::GetProduct+PlaceOrder,GetProduct+PlaceOrder,1
re2ob_emailservice_mem_3,frontend::empty,frontend::empty,(empty),1533
re2ob_emailservice_mem_3,orphaned::hipstershop.CurrencyService/Convert,hipstershop.CurrencyService/Convert (orphaned root),Convert,2199
